品番,ライフサイクル,グループ,機能1,機能2,V<sub>CC</sub> (Min)(V),V<sub>CC</sub> (Max)(V),I<sub>O</sub> (Min)(mA),tpd_tpz (Typ.)(nsec),ピン数,面実装区分,パッケージ名(Toshiba),
"TC74ACT374P","","TC74ACT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","24","6.1","20","N","DIP20",
"TC74ACT521F","","TC74ACT","Arithmetic Circuits","8-Bit Equality Comparator","4.5","5.5","24","6.4","20","Y","SOP20",
"TC74ACT521P","","TC74ACT","Arithmetic Circuits","8-Bit Equality Comparator","4.5","5.5","24","6.4","20","N","DIP20",
"TC74ACT540FT","","TC74ACT","Gate","Bus Buffer","4.5","5.5","24","4.3","20","Y","TSSOP20",
"TC74ACT540F","","TC74ACT","Gate","Bus Buffer","4.5","5.5","24","4.3","20","Y","SOP20",
"TC74ACT540P","","TC74ACT","Gate","Bus Buffer","4.5","5.5","24","4.3","20","N","DIP20",
"TC74ACT541FT","","TC74ACT","Gate","Bus Buffer","4.5","5.5","24","4.3","20","Y","TSSOP20",
"TC74ACT541F","","TC74ACT","Gate","Bus Buffer","4.5","5.5","24","4.3","20","Y","SOP20",
"TC74ACT541P","","TC74ACT","Gate","Bus Buffer","4.5","5.5","24","4.3","20","N","DIP20",
"TC74ACT573FT","","TC74ACT","Latch","D-Type Latch","4.5","5.5","24","5.5","20","Y","TSSOP20",
"TC74ACT573F","","TC74ACT","Latch","D-Type Latch","4.5","5.5","24","5.5","20","Y","SOP20",
"TC74ACT573P","","TC74ACT","Latch","D-Type Latch","4.5","5.5","24","5.5","20","N","DIP20",
"TC74ACT574FT","","TC74ACT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","24","6.2","20","Y","TSSOP20",
"TC74ACT574F","","TC74ACT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","24","6.2","20","Y","SOP20",
"TC74ACT574P","","TC74ACT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","24","6.2","20","N","DIP20",
"TC74ACT640FT","","TC74ACT","Gate","Bus Transceiver","4.5","5.5","24","4.7","20","Y","TSSOP20",
"TC74ACT640F","","TC74ACT","Gate","Bus Transceiver","4.5","5.5","24","4.7","20","Y","SOP20",
"TC74ACT640P","","TC74ACT","Gate","Bus Transceiver","4.5","5.5","24","4.7","20","N","DIP20",
"TC74ACT74FT","","TC74ACT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","24","6.1","14","Y","TSSOP14",
"TC74ACT74F","","TC74ACT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","24","6.1","14","Y","SOP14",
"TC74ACT74P","","TC74ACT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","24","6.1","14","N","DIP14",
"TC74ACT86F","","TC74ACT","Gate","Exclusive-OR","4.5","5.5","24","5.7","14","Y","SOP14",
"TC74ACT86P","","TC74ACT","Gate","Exclusive-OR","4.5","5.5","24","5.7","14","N","DIP14",
"TC74HC00AF","","TC74HC","Gate","NAND","2","6","4","6","14","Y","SOP14",
"TC74HC00AP","","TC74HC","Gate","NAND","2","6","4","6","14","N","DIP14",
"TC74HC02AF","","TC74HC","Gate","NOR","2","6","4","6","14","Y","SOP14",
"TC74HC02AP","","TC74HC","Gate","NOR","2","6","4","6","14","N","DIP14",
"TC74HC03AF","","TC74HC","Gate","NAND (Open Drain)","2","6","4","5","14","Y","SOP14",
"TC74HC03AP","","TC74HC","Gate","NAND (Open Drain)","2","6","4","5","14","N","DIP14",
"TC74HC04AF","","TC74HC","Gate","Inverter","2","6","4","6","14","Y","SOP14",
"TC74HC04AP","","TC74HC","Gate","Inverter","2","6","4","6","14","N","DIP14",
"TC74HC05AF","","TC74HC","Gate","Inverter (Open Drain)","2","6","4","8","14","Y","SOP14",
"TC74HC05AP","","TC74HC","Gate","Inverter (Open Drain)","2","6","4","8","14","N","DIP14",
"TC74HC07AF","","TC74HC","Gate","Buffer (Open Drain)","2","6","4","5","14","Y","SOP14",
"TC74HC07AP","","TC74HC","Gate","Buffer (Open Drain)","2","6","4","5","14","N","DIP14",
"TC74HC08AF","","TC74HC","Gate","AND","2","6","4","6","14","Y","SOP14",
"TC74HC08AP","","TC74HC","Gate","AND","2","6","4","6","14","N","DIP14",
"TC74HC107AF","","TC74HC","Flip-Flop","J-K Flip-Flop","2","6","4","11","14","Y","SOP14",
"TC74HC107AP","","TC74HC","Flip-Flop","J-K Flip-Flop","2","6","4","11","14","N","DIP14",
"TC74HC109AF","","TC74HC","Flip-Flop","J-K Flip-Flop","2","6","4","13","16","Y","SOP16",
"TC74HC109AP","","TC74HC","Flip-Flop","J-K Flip-Flop","2","6","4","13","16","N","DIP16",
"TC74HC10AF","","TC74HC","Gate","NAND","2","6","4","6","14","Y","SOP14",
"TC74HC10AP","","TC74HC","Gate","NAND","2","6","4","6","14","N","DIP14",
"TC74HC112AF","","TC74HC","Flip-Flop","J-K Flip-Flop","2","6","4","13","16","Y","SOP16",
"TC74HC112AP","","TC74HC","Flip-Flop","J-K Flip-Flop","2","6","4","13","16","N","DIP16",
"TC74HC11AF","","TC74HC","Gate","AND","2","6","4","7","14","Y","SOP14",
"TC74HC11AP","","TC74HC","Gate","AND","2","6","4","7","14","N","DIP14",
"TC74HC123AF","","TC74HC","Multivibrator","Monostable Multivibrator","2","6","4","25","16","Y","SOP16",
"TC74HC123AP","","TC74HC","Multivibrator","Monostable Multivibrator","2","6","4","25","16","N","DIP16",
"TC74HC125AF","","TC74HC","Gate","Bus Buffer","2","6","6","10","14","Y","SOP14",
"TC74HC125AP","","TC74HC","Gate","Bus Buffer","2","6","6","10","14","N","DIP14",
"TC74HC126AF","","TC74HC","Gate","Bus Buffer","2","6","6","10","14","Y","SOP14",
"TC74HC126AP","","TC74HC","Gate","Bus Buffer","2","6","6","10","14","N","DIP14",
"TC74HC132AF","","TC74HC","Gate","Schmitt NAND","2","6","4","11","14","Y","SOP14",
"TC74HC132AP","","TC74HC","Gate","Schmitt NAND","2","6","4","11","14","N","DIP14",
"TC74HC133AF","","TC74HC","Gate","NAND","2","6","4","13","16","Y","SOP16",
"TC74HC133AP","","TC74HC","Gate","NAND","2","6","4","13","16","N","DIP16",
"TC74HC138AF","","TC74HC","Decoder","3-to-8 Line Decoder","2","6","4","16","16","Y","SOP16",
"TC74HC138AP","","TC74HC","Decoder","3-to-8 Line Decoder","2","6","4","16","16","N","DIP16",
"TC74HC139AF","","TC74HC","Decoder","2-to-4 Line Decoder","2","6","4","16","16","Y","SOP16",
"TC74HC139AP","","TC74HC","Decoder","2-to-4 Line Decoder","2","6","4","16","16","N","DIP16",
"TC74HC148AF","","TC74HC","Encoder","8-to-3 Line Priority Encoder","2","6","4","15","16","Y","SOP16",
"TC74HC148AP","","TC74HC","Encoder","8-to-3 Line Priority Encoder","2","6","4","15","16","N","DIP16",
"TC74HC14AF","","TC74HC","Gate","Schmitt Inverter","2","6","4","11","14","Y","SOP14",
"TC74HC14AP","","TC74HC","Gate","Schmitt Inverter","2","6","4","11","14","N","DIP14",
"TC74HC151AF","","TC74HC","Multiplexer","8-Channel Multiplexer","2","6","4","15","16","Y","SOP16",
"TC74HC151AP","","TC74HC","Multiplexer","8-Channel Multiplexer","2","6","4","15","16","N","DIP16",
"TC74HC153AF","","TC74HC","Multiplexer","4-Channel Multiplexer","2","6","4","12","16","Y","SOP16",
"TC74HC153AP","","TC74HC","Multiplexer","4-Channel Multiplexer","2","6","4","12","16","N","DIP16",
"TC74HC155AF","","TC74HC","Decoder","2-to-4 Line Decoder","2","6","4","12","16","Y","SOP16",
"TC74HC155AP","","TC74HC","Decoder","2-to-4 Line Decoder","2","6","4","12","16","N","DIP16",
"TC74HC157AF","","TC74HC","Multiplexer","2-Channel Multiplexer","2","6","4","10","16","Y","SOP16",
"TC74HC157AP","","TC74HC","Multiplexer","2-Channel Multiplexer","2","6","4","10","16","N","DIP16",
"TC74HC158AF","","TC74HC","Multiplexer","2-Channel Multiplexer","2","6","4","10","16","Y","SOP16",
"TC74HC158AP","","TC74HC","Multiplexer","2-Channel Multiplexer","2","6","4","10","16","N","DIP16",
"TC74HC161AF","","TC74HC","Counter","Binary Counter","2","6","4","13","16","Y","SOP16",
"TC74HC161AP","","TC74HC","Counter","Binary Counter","2","6","4","13","16","N","DIP16",
"TC74HC163AF","","TC74HC","Counter","Binary Counter","2","6","4","13","16","Y","SOP16",
"TC74HC163AP","","TC74HC","Counter","Binary Counter","2","6","4","13","16","N","DIP16",
"TC74HC164AF","","TC74HC","Shift Register","Serial-In/Parallel-Out Shift Register","2","6","4","15","14","Y","SOP14",
"TC74HC164AP","","TC74HC","Shift Register","Serial-In/Parallel-Out Shift Register","2","6","4","15","14","N","DIP14",
"TC74HC165AF","","TC74HC","Shift Register","Parallel-In/Serial-Out Shift Register","2","6","4","15","16","Y","SOP16",
"TC74HC165AP","","TC74HC","Shift Register","Parallel-In/Serial-Out Shift Register","2","6","4","15","16","N","DIP16",
"TC74HC166AF","","TC74HC","Shift Register","Parallel-In/Serial-Out Shift Register","2","6","4","16","16","Y","SOP16",
"TC74HC166AP","","TC74HC","Shift Register","Parallel-In/Serial-Out Shift Register","2","6","4","16","16","N","DIP16",
"TC74HC173AF","","TC74HC","Shift Register","D-Type Register","2","6","6","12","16","Y","SOP16",
"TC74HC173AP","","TC74HC","Shift Register","D-Type Register","2","6","6","12","16","N","DIP16",
"TC74HC174AF","","TC74HC","Flip-Flop","D-Type Flip-Flop","2","6","4","14","16","Y","SOP16",
"TC74HC174AP","","TC74HC","Flip-Flop","D-Type Flip-Flop","2","6","4","14","16","N","DIP16",
"TC74HC175AF","","TC74HC","Flip-Flop","D-Type Flip-Flop","2","6","4","16","16","Y","SOP16",
"TC74HC175AP","","TC74HC","Flip-Flop","D-Type Flip-Flop","2","6","4","16","16","N","DIP16",
"TC74HC191AF","","TC74HC","Counter","Binary Counter","2","6","4","18","16","Y","SOP16",
"TC74HC191AP","","TC74HC","Counter","Binary Counter","2","6","4","18","16","N","DIP16",
"TC74HC193AF","","TC74HC","Counter","Binary Counter","2","6","4","16","16","Y","SOP16",
"TC74HC193AP","","TC74HC","Counter","Binary Counter","2","6","4","16","16","N","DIP16",
"TC74HC20AF","","TC74HC","Gate","NAND","2","6","4","8","14","Y","SOP14",
"TC74HC20AP","","TC74HC","Gate","NAND","2","6","4","8","14","N","DIP14",
"TC74HC21AF","","TC74HC","Gate","AND","2","6","4","10","14","Y","SOP14",
"TC74HC21AP","","TC74HC","Gate","AND","2","6","4","10","14","N","DIP14",
"TC74HC221AF","","TC74HC","Multivibrator","Monostable Multivibrator","2","6","4","25","16","Y","SOP16",
"TC74HC221AP","","TC74HC","Multivibrator","Monostable Multivibrator","2","6","4","25","16","N","DIP16",
"TC74HC237AF","","TC74HC","Decoder","3-to-8 Line Decoder Latch","2","6","4","12","16","Y","SOP16",
"TC74HC237AP","","TC74HC","Decoder","3-to-8 Line Decoder Latch","2","6","4","12","16","N","DIP16",
"TC74HC238AF","","TC74HC","Decoder","3-to-8 Line Decoder","2","6","4","14","16","Y","SOP16",
"TC74HC238AP","","TC74HC","Decoder","3-to-8 Line Decoder","2","6","4","14","16","N","DIP16",
"TC74HC240AF","","TC74HC","Gate","Bus Buffer","2","6","6","10","20","Y","SOP20",
"TC74HC240AP","","TC74HC","Gate","Bus Buffer","2","6","6","10","20","N","DIP20",
"TC74HC241AF","","TC74HC","Gate","Bus Buffer","2","6","6","10","20","Y","SOP20",
"TC74HC241AP","","TC74HC","Gate","Bus Buffer","2","6","6","10","20","N","DIP20",
"TC74HC244AF","","TC74HC","Gate","Bus Buffer","2","6","6","10","20","Y","SOP20",
"TC74HC244AP","","TC74HC","Gate","Bus Buffer","2","6","6","10","20","N","DIP20",
"TC74HC245AF","","TC74HC","Gate","Bus Transceiver","2","6","6","10","20","Y","SOP20",
"TC74HC245AP","","TC74HC","Gate","Bus Transceiver","2","6","6","10","20","N","DIP20",
"TC74HC251AF","","TC74HC","Multiplexer","8-Channel Multiplexer","2","6","4","14","16","Y","SOP16",
"TC74HC251AP","","TC74HC","Multiplexer","8-Channel Multiplexer","2","6","4","14","16","N","DIP16",
"TC74HC253AF","","TC74HC","Multiplexer","4-Channel Multiplexer","2","6","4","12","16","Y","SOP16",
"TC74HC253AP","","TC74HC","Multiplexer","4-Channel Multiplexer","2","6","4","12","16","N","DIP16",
"TC74HC257AF","","TC74HC","Multiplexer","2-Channel Multiplexer","2","6","6","10","16","Y","SOP16",
"TC74HC257AP","","TC74HC","Multiplexer","2-Channel Multiplexer","2","6","6","10","16","N","DIP16",
"TC74HC259AF","","TC74HC","Latch","8-Bit Addressable Latch","2","6","4","15","16","Y","SOP16",
"TC74HC259AP","","TC74HC","Latch","8-Bit Addressable Latch","2","6","4","15","16","N","DIP16",
"TC74HC273AF","","TC74HC","Flip-Flop","D-Type Flip-Flop","2","6","4","15","20","Y","SOP20",
"TC74HC273AP","","TC74HC","Flip-Flop","D-Type Flip-Flop","2","6","4","15","20","N","DIP20",
"TC74HC279AF","","TC74HC","Latch","S-R Latch","2","6","4","12","16","Y","SOP16",
"TC74HC279AP","","TC74HC","Latch","S-R Latch","2","6","4","12","16","N","DIP16",
"TC74HC27AF","","TC74HC","Gate","NOR","2","6","4","7","14","Y","SOP14",
"TC74HC27AP","","TC74HC","Gate","NOR","2","6","4","7","14","N","DIP14",
"TC74HC280AF","","TC74HC","Arithmetic Circuits","Parity Generator","2","6","4","22","14","Y","SOP14",
"TC74HC280AP","","TC74HC","Arithmetic Circuits","Parity Generator","2","6","4","22","14","N","DIP14",
"TC74HC283AF","","TC74HC","Arithmetic Circuits","Full Adder","2","6","4","17","16","Y","SOP16",
"TC74HC283AP","","TC74HC","Arithmetic Circuits","Full Adder","2","6","4","17","16","N","DIP16",
"TC74HC299AF","","TC74HC","Shift Register","Parallel-In/Parallel-Out Shift Register","2","6","6","19","20","Y","SOP20",
"TC74HC299AP","","TC74HC","Shift Register","Parallel-In/Parallel-Out Shift Register","2","6","6","19","20","N","DIP20",
"TC74HC30AF","","TC74HC","Gate","NAND","2","6","4","12","14","Y","SOP14",
"TC74HC30AP","","TC74HC","Gate","NAND","2","6","4","12","14","N","DIP14",
"TC74HC32AF","","TC74HC","Gate","OR","2","6","4","6","14","Y","SOP14",
"TC74HC32AP","","TC74HC","Gate","OR","2","6","4","6","14","N","DIP14",
"TC74HC365AF","","TC74HC","Gate","Bus Buffer","2","6","6","9","16","Y","SOP16",
"TC74HC365AP","","TC74HC","Gate","Bus Buffer","2","6","6","9","16","N","DIP16",
"TC74HC366AF","","TC74HC","Gate","Bus Buffer","2","6","6","9","16","Y","SOP16",
"TC74HC366AP","","TC74HC","Gate","Bus Buffer","2","6","6","9","16","N","DIP16",
"TC74HC367AF","","TC74HC","Gate","Bus Buffer","2","6","6","11","16","Y","SOP16",
"TC74HC367AP","","TC74HC","Gate","Bus Buffer","2","6","6","11","16","N","DIP16",
"TC74HC368AF","","TC74HC","Gate","Bus Buffer","2","6","6","11","16","Y","SOP16",
"TC74HC368AP","","TC74HC","Gate","Bus Buffer","2","6","6","11","16","N","DIP16",
"TC74HC373AF","","TC74HC","Latch","D-Type Latch","2","6","6","11","20","Y","SOP20",
"TC74HC373AP","","TC74HC","Latch","D-Type Latch","2","6","6","11","20","N","DIP20",
"TC74HC374AF","","TC74HC","Flip-Flop","D-Type Flip-Flop","2","6","6","13","20","Y","SOP20",
"TC74HC374AP","","TC74HC","Flip-Flop","D-Type Flip-Flop","2","6","6","13","20","N","DIP20",
"TC74HC375AF","","TC74HC","Latch","D-Type Latch","2","6","4","14","16","Y","SOP16",
"TC74HC375AP","","TC74HC","Latch","D-Type Latch","2","6","4","14","16","N","DIP16",
"TC74HC377AF","","TC74HC","Flip-Flop","D-Type Flip-Flop","2","6","4","14","20","Y","SOP20",
"TC74HC377AP","","TC74HC","Flip-Flop","D-Type Flip-Flop","2","6","4","14","20","N","DIP20",
"TC74HC390AF","","TC74HC","Counter","Decade Counter","2","6","4","10","16","Y","SOP16",
"TC74HC390AP","","TC74HC","Counter","Decade Counter","2","6","4","10","16","N","DIP16",
"TC74HC393AF","","TC74HC","Counter","Binary Counter","2","6","4","12","14","Y","SOP14",
"TC74HC393AP","","TC74HC","Counter","Binary Counter","2","6","4","12","14","N","DIP14",
"TC74HC4002AF","","TC74HC","Gate","NOR","2","6","4","10","14","Y","SOP14",
"TC74HC4002AP","","TC74HC","Gate","NOR","2","6","4","10","14","N","DIP14",
"TC74HC40102AF","","TC74HC","Counter","BCD Programmable Down Counter","2","6","4","25","16","Y","SOP16",
"TC74HC40102AP","","TC74HC","Counter","BCD Programmable Down Counter","2","6","4","25","16","N","DIP16",
"TC74HC40103AF","","TC74HC","Counter","Binary Programmable Down Counter","2","6","4","25","16","Y","SOP16",
"TC74HC40103AP","","TC74HC","Counter","Binary Programmable Down Counter","2","6","4","25","16","N","DIP16",
"TC74HC40105AF","","TC74HC","Shift Register","FIFO Register","2","6","6","22","16","Y","SOP16",
"TC74HC40105AP","","TC74HC","Shift Register","FIFO Register","2","6","6","22","16","N","DIP16",
"TC74HC4017AF","","TC74HC","Counter","Decade Counter","2","6","4","21","16","Y","SOP16",
"TC74HC4017AP","","TC74HC","Counter","Decade Counter","2","6","4","21","16","N","DIP16",
"TC74HC4020AF","","TC74HC","Counter","Binary Counter","2","6","4","16","16","Y","SOP16",
"TC74HC4020AP","","TC74HC","Counter","Binary Counter","2","6","4","16","16","N","DIP16",
"TC74HC4024AF","","TC74HC","Counter","Binary Counter","2","6","4","13","14","Y","SOP14",
"TC74HC4024AP","","TC74HC","Counter","Binary Counter","2","6","4","13","14","N","DIP14",
